"death","pm10tmean","date","tmpd","dptp","dow"
189,NA,1991-08-31,78.5,55,"Saturday"
195,NA,1991-09-01,64.5,43.75,"Sunday"
184,NA,1991-09-02,63.75,50.75,"Monday"
165,-7.211103868,1991-09-03,69.25,61.1875,"Tuesday"
192,NA,1991-09-04,74.75,67.8125,"Wednesday"
170,NA,1991-09-05,73,64.625,"Thursday"
183,NA,1991-09-06,71.5,57.875,"Friday"
168,NA,1991-09-07,72.75,59.625,"Saturday"
167,NA,1991-09-08,77.5,62.375,"Sunday"
160,13.788229177,1991-09-09,75.25,65.75,"Monday"
163,NA,1991-09-10,77.5,65.4375,"Tuesday"
203,NA,1991-09-11,74,49.8125,"Wednesday"
174,NA,1991-09-12,66.5,49.5,"Thursday"
172,NA,1991-09-13,67.25,58.8125,"Friday"
173,NA,1991-09-14,70.25,60.375,"Saturday"
193,-7.238827281,1991-09-15,70.25,68.875,"Sunday"
167,NA,1991-09-16,82,72.9375,"Monday"
194,NA,1991-09-17,84.5,70.875,"Tuesday"
161,NA,1991-09-18,75.25,71.9375,"Wednesday"
176,NA,1991-09-19,67.5,55.3125,"Thursday"
182,NA,1991-09-20,59,38.125,"Friday"
166,-16.21306028,1991-09-21,57.5,38.125,"Saturday"
204,NA,1991-09-22,59.5,49,"Sunday"
198,NA,1991-09-23,64.25,59.4375,"Monday"
144,NA,1991-09-24,66.25,56.3125,"Tuesday"
194,NA,1991-09-25,66.25,61.3125,"Wednesday"
169,NA,1991-09-26,64.5,47.625,"Thursday"
197,-12.87642438,1991-09-27,58.75,35.8125,"Friday"
174,NA,1991-09-28,56.75,34.9375,"Saturday"
193,NA,1991-09-29,60.5,43.75,"Sunday"
171,NA,1991-09-30,52.25,39.75,"Monday"
192,NA,1991-10-01,65,63.3125,"Tuesday"
195,NA,1991-10-02,70.5,64.0625,"Wednesday"
201,1.0840689871,1991-10-03,71.25,63.125,"Thursday"
216,NA,1991-10-04,70.75,62.0625,"Friday"
195,NA,1991-10-05,71,67.4375,"Saturday"
182,NA,1991-10-06,61.75,44.75,"Sunday"
205,NA,1991-10-07,52.5,32.5625,"Monday"
177,NA,1991-10-08,54.25,39.375,"Tuesday"
215,-1.76488561,1991-10-09,59.75,51.4375,"Wednesday"
193,NA,1991-10-10,62.75,57.75,"Thursday"
184,NA,1991-10-11,57.25,50.8125,"Friday"
181,NA,1991-10-12,54,41.0625,"Saturday"
182,NA,1991-10-13,55.5,37.625,"Sunday"
191,NA,1991-10-14,50.75,39.75,"Monday"
184,-7.441954819,1991-10-15,60.75,61.875,"Tuesday"
184,NA,1991-10-16,59.75,39.875,"Wednesday"
190,NA,1991-10-17,52.25,52.5,"Thursday"
190,NA,1991-10-18,61.5,46.625,"Friday"
181,NA,1991-10-19,61.5,41.625,"Saturday"
198,NA,1991-10-20,48.75,27.5,"Sunday"
197,-8.99474441,1991-10-21,49,42.25,"Monday"
216,NA,1991-10-22,59.75,51.1875,"Tuesday"
194,NA,1991-10-23,60.75,55.0625,"Wednesday"
184,NA,1991-10-24,64,59.75,"Thursday"
189,NA,1991-10-25,64,59.5,"Friday"
188,NA,1991-10-26,63,59.0625,"Saturday"
181,-1.931233181,1991-10-27,63,58.5,"Sunday"
186,NA,1991-10-28,54.75,34.1875,"Monday"
191,NA,1991-10-29,45.75,23.25,"Tuesday"
224,NA,1991-10-30,52.5,26.125,"Wednesday"
175,NA,1991-10-31,53.75,47,"Thursday"
203,NA,1991-11-01,56.5,51.75,"Friday"
177,-1.319277089,1991-11-02,59.5,52.125,"Saturday"
198,NA,1991-11-03,52.5,24.5625,"Sunday"
170,NA,1991-11-04,44.25,19.0625,"Monday"
182,NA,1991-11-05,40,19.5,"Tuesday"
213,NA,1991-11-06,43.5,31.125,"Wednesday"
214,NA,1991-11-07,46.25,29.75,"Thursday"
182,-3.569009926,1991-11-08,42,21.5625,"Friday"
219,NA,1991-11-09,40.25,21.5,"Saturday"
186,NA,1991-11-10,41.25,40.0625,"Sunday"
200,NA,1991-11-11,43,37.875,"Monday"
219,NA,1991-11-12,43.25,32.75,"Tuesday"
221,NA,1991-11-13,44.5,33.6875,"Wednesday"
196,5.5078266023,1991-11-14,50.25,40.6875,"Thursday"
219,NA,1991-11-15,50,45.125,"Friday"
208,NA,1991-11-16,51.75,27.75,"Saturday"
198,NA,1991-11-17,41.25,16.5,"Sunday"
196,NA,1991-11-18,43.25,31.8125,"Monday"
182,NA,1991-11-19,54.75,43.8125,"Tuesday"
189,6.0744919916,1991-11-20,59.25,53.75,"Wednesday"
199,NA,1991-11-21,62.75,57.3125,"Thursday"
187,NA,1991-11-22,58.75,57.5625,"Friday"
185,NA,1991-11-23,57.5,49.625,"Saturday"
174,NA,1991-11-24,50.5,33.9375,"Sunday"
181,NA,1991-11-25,38.25,18.6875,"Monday"
174,-10.14567864,1991-11-26,37.25,18.8125,"Tuesday"
192,NA,1991-11-27,35.5,24.4375,"Wednesday"
183,NA,1991-11-28,44.5,37.0625,"Thursday"
204,NA,1991-11-29,56,42.375,"Friday"
235,NA,1991-11-30,55.25,53.25,"Saturday"
202,NA,1991-12-01,56.5,48.6875,"Sunday"
197,-8.483997641,1991-12-02,46.75,35.125,"Monday"
193,NA,1991-12-03,45,44.25,"Tuesday"
192,NA,1991-12-04,37.5,14.5625,"Wednesday"
182,NA,1991-12-05,29.25,12.9375,"Thursday"
192,NA,1991-12-06,35.5,23.25,"Friday"
204,NA,1991-12-07,42.25,36,"Saturday"
205,3.3963185223,1991-12-08,51,44.875,"Sunday"
189,NA,1991-12-09,53.75,41.4375,"Monday"
203,NA,1991-12-10,45.5,32.25,"Tuesday"
176,NA,1991-12-11,45.5,37.75,"Wednesday"
225,NA,1991-12-12,48.75,45.9375,"Thursday"
209,NA,1991-12-13,53.5,51.4375,"Friday"
192,-4.079393454,1991-12-14,50,34.625,"Saturday"
223,NA,1991-12-15,37.25,13.375,"Sunday"
178,NA,1991-12-16,30.25,7.75,"Monday"
195,NA,1991-12-17,33.75,29.9375,"Tuesday"
228,NA,1991-12-18,29.5,6.75,"Wednesday"
215,NA,1991-12-19,21.75,5.875,"Thursday"
213,-1.094189338,1991-12-20,31.75,20.1875,"Friday"
228,NA,1991-12-21,39.75,22.25,"Saturday"
214,NA,1991-12-22,42.25,24.25,"Sunday"
235,NA,1991-12-23,40.5,39,"Monday"
230,NA,1991-12-24,35.75,10.1875,"Tuesday"
238,NA,1991-12-25,34.75,19.625,"Wednesday"
214,-3.993250074,1991-12-26,31.25,24.8125,"Thursday"
234,NA,1991-12-27,41,25.0625,"Friday"
231,NA,1991-12-28,40.75,26,"Saturday"
219,NA,1991-12-29,46,43.9375,"Sunday"
258,NA,1991-12-30,37.25,16.625,"Monday"
223,NA,1991-12-31,30.75,10.875,"Tuesday"
229,3.9098501019,1992-01-01,36.25,24.4375,"Wednesday"
263,NA,1992-01-02,43,39.5,"Thursday"
253,NA,1992-01-03,45,37.1875,"Friday"
232,NA,1992-01-04,44.25,41.5625,"Saturday"
238,NA,1992-01-05,46.5,31.5625,"Sunday"
182,NA,1992-01-06,42.25,27.1875,"Monday"
241,-12.19368118,1992-01-07,42.25,25.8125,"Tuesday"
208,NA,1992-01-08,39,18,"Wednesday"
234,NA,1992-01-09,38,40.625,"Thursday"
257,NA,1992-01-10,41.5,22.75,"Friday"
205,NA,1992-01-11,35,23.3125,"Saturday"
220,NA,1992-01-12,36,31.125,"Sunday"
233,5.704576814,1992-01-13,47.75,38.875,"Monday"
239,NA,1992-01-14,47.25,28.375,"Tuesday"
208,NA,1992-01-15,29.25,4.4375,"Wednesday"
222,NA,1992-01-16,23.25,-1.75,"Thursday"
233,NA,1992-01-17,24.75,15.125,"Friday"
227,NA,1992-01-18,25,0.8125,"Saturday"
218,-12.2776272,1992-01-19,17.25,-1.375,"Sunday"
231,NA,1992-01-20,23.5,15.5,"Monday"
220,NA,1992-01-21,31.5,20.0625,"Tuesday"
219,NA,1992-01-22,35.75,20.3125,"Wednesday"
255,NA,1992-01-23,45.5,50.5,"Thursday"
236,NA,1992-01-24,37.75,11.75,"Friday"
203,-10.13898257,1992-01-25,25,7.0625,"Saturday"
202,NA,1992-01-26,25.5,9.6875,"Sunday"
230,NA,1992-01-27,29.5,24.25,"Monday"
208,NA,1992-01-28,34.25,27.8125,"Tuesday"
191,NA,1992-01-29,37.25,29.5625,"Wednesday"
193,NA,1992-01-30,37.25,30.3125,"Thursday"
214,9.0094118693,1992-01-31,42.75,27.3125,"Friday"
207,NA,1992-02-01,30.75,11.125,"Saturday"
190,NA,1992-02-02,31,9.8125,"Sunday"
210,NA,1992-02-03,33.25,4.5625,"Monday"
204,NA,1992-02-04,34.5,25.9375,"Tuesday"
223,NA,1992-02-05,32.5,11.375,"Wednesday"
197,-3.581041063,1992-02-06,28.75,16.625,"Thursday"
209,NA,1992-02-07,31.75,26.5625,"Friday"
197,NA,1992-02-08,34.25,31.5625,"Saturday"
187,NA,1992-02-09,26.25,2.5,"Sunday"
211,NA,1992-02-10,22,14.9375,"Monday"
208,NA,1992-02-11,37.75,24.1875,"Tuesday"
184,-9.928707943,1992-02-12,22.75,-2.25,"Wednesday"
212,NA,1992-02-13,26.5,28.8125,"Thursday"
198,NA,1992-02-14,39.75,28.6875,"Friday"
210,NA,1992-02-15,40,45.25,"Saturday"
205,NA,1992-02-16,46.5,29.625,"Sunday"
193,NA,1992-02-17,43.75,31.3125,"Monday"
185,2.1657351052,1992-02-18,40.75,41.1875,"Tuesday"
204,NA,1992-02-19,45.75,42.9375,"Wednesday"
193,NA,1992-02-20,43.75,25.6875,"Thursday"
178,NA,1992-02-21,43.25,21.9375,"Friday"
208,NA,1992-02-22,38,37.75,"Saturday"
181,NA,1992-02-23,49.75,37.4375,"Sunday"
184,-0.654002329,1992-02-24,38.75,31.5625,"Monday"
187,NA,1992-02-25,36.25,36,"Tuesday"
191,NA,1992-02-26,38.25,25.6875,"Wednesday"
175,NA,1992-02-27,41.25,28.125,"Thursday"
214,NA,1992-02-28,42.75,37.875,"Friday"
194,NA,1992-02-29,34.25,-2.1875,"Saturday"
195,-7.359689917,1992-03-01,36.75,27,"Sunday"
212,NA,1992-03-02,42,27.8125,"Monday"
185,NA,1992-03-03,36.5,31.375,"Tuesday"
205,NA,1992-03-04,40.75,33.4375,"Wednesday"
189,NA,1992-03-05,45.25,40.6875,"Thursday"
190,NA,1992-03-06,43,30,"Friday"
183,-0.237939919,1992-03-07,44.5,47,"Saturday"
171,NA,1992-03-08,51.5,44,"Sunday"
197,NA,1992-03-09,51.25,42.125,"Monday"
194,NA,1992-03-10,47,49.8125,"Tuesday"
229,NA,1992-03-11,40,13.5,"Wednesday"
214,NA,1992-03-12,32.25,9.625,"Thursday"
174,-9.768594819,1992-03-13,30.75,8.0625,"Friday"
201,NA,1992-03-14,32,6.3125,"Saturday"
155,NA,1992-03-15,28.75,1.375,"Sunday"
218,NA,1992-03-16,27.25,3.0625,"Monday"
213,NA,1992-03-17,39.75,30.875,"Tuesday"
220,NA,1992-03-18,38.5,20.625,"Wednesday"
177,-6.412336408,1992-03-19,33,27.875,"Thursday"
203,NA,1992-03-20,36.5,16.5,"Friday"
176,NA,1992-03-21,34.75,9.5625,"Saturday"
174,NA,1992-03-22,29.75,28,"Sunday"
178,NA,1992-03-23,33.25,18.125,"Monday"
204,NA,1992-03-24,34.5,18.0625,"Tuesday"
158,7.8342952066,1992-03-25,39.5,31.625,"Wednesday"
206,NA,1992-03-26,48.75,47.75,"Thursday"
187,NA,1992-03-27,48.5,35.9375,"Friday"
186,NA,1992-03-28,40,20.8125,"Saturday"
194,NA,1992-03-29,45.75,19.25,"Sunday"
169,NA,1992-03-30,47,28.5,"Monday"
178,-3.476538399,1992-03-31,48.75,21.625,"Tuesday"
216,NA,1992-04-01,44.5,36.875,"Wednesday"
192,NA,1992-04-02,42.5,25.0625,"Thursday"
191,NA,1992-04-03,39.75,17.8125,"Friday"
197,NA,1992-04-04,43.75,25.125,"Saturday"
156,NA,1992-04-05,46.5,23.875,"Sunday"
177,-9.708073941,1992-04-06,49.25,17.6875,"Monday"
191,NA,1992-04-07,49,30.75,"Tuesday"
210,NA,1992-04-08,54.75,29.125,"Wednesday"
170,NA,1992-04-09,50.5,43.0625,"Thursday"
191,NA,1992-04-10,56,43.8125,"Friday"
179,NA,1992-04-11,46,39.9375,"Saturday"
204,-6.551472431,1992-04-12,48,21.5,"Sunday"
209,NA,1992-04-13,40.5,17.8125,"Monday"
168,NA,1992-04-14,45.75,30.9375,"Tuesday"
193,NA,1992-04-15,46.5,30.0625,"Wednesday"
181,NA,1992-04-16,43.25,39.6875,"Thursday"
210,NA,1992-04-17,44,41.3125,"Friday"
190,-7.72887218,1992-04-18,43.75,39.3125,"Saturday"
180,NA,1992-04-19,44,42.375,"Sunday"
200,NA,1992-04-20,49,50.1875,"Monday"
193,NA,1992-04-21,58,53.3125,"Tuesday"
179,NA,1992-04-22,58.25,54.3125,"Wednesday"
186,NA,1992-04-23,64.25,39,"Thursday"
199,8.2448298878,1992-04-24,64.5,52.0625,"Friday"
189,NA,1992-04-25,49.75,37.8125,"Saturday"
157,NA,1992-04-26,48.25,40.1875,"Sunday"
189,NA,1992-04-27,54,41.375,"Monday"
161,NA,1992-04-28,51.75,34.3125,"Tuesday"
173,NA,1992-04-29,49.5,35.375,"Wednesday"
183,-3.651334555,1992-04-30,50.25,40.375,"Thursday"
184,NA,1992-05-01,57.75,48.25,"Friday"
211,NA,1992-05-02,69.5,53.625,"Saturday"
213,NA,1992-05-03,66,38.125,"Sunday"
181,NA,1992-05-04,55.5,35.3125,"Monday"
202,NA,1992-05-05,49.75,35.3125,"Tuesday"
180,-6.550014414,1992-05-06,47.75,36.9375,"Wednesday"
176,NA,1992-05-07,50.75,34.5,"Thursday"
200,NA,1992-05-08,51.75,53.4375,"Friday"
200,NA,1992-05-09,57.5,48.125,"Saturday"
178,NA,1992-05-10,59,53.375,"Sunday"
185,NA,1992-05-11,62.25,42.1875,"Monday"
191,-4.222336346,1992-05-12,59.75,54.4375,"Tuesday"
171,NA,1992-05-13,63,54.5625,"Wednesday"
207,NA,1992-05-14,65.75,50.5625,"Thursday"
181,NA,1992-05-15,59,51.25,"Friday"
168,NA,1992-05-16,54.75,50.75,"Saturday"
166,NA,1992-05-17,55.5,46.4375,"Sunday"
199,1.4565886738,1992-05-18,62.25,54.0625,"Monday"
197,NA,1992-05-19,59,38.5625,"Tuesday"
151,NA,1992-05-20,57.25,36.1875,"Wednesday"
228,NA,1992-05-21,70.25,37.375,"Thursday"
194,NA,1992-05-22,78.25,42.375,"Friday"
202,NA,1992-05-23,75.25,51.125,"Saturday"
184,12.400902063,1992-05-24,64,45.875,"Sunday"
188,NA,1992-05-25,52.5,44.5,"Monday"
169,NA,1992-05-26,52.5,44.5625,"Tuesday"
190,NA,1992-05-27,55.75,44.875,"Wednesday"
176,NA,1992-05-28,61,45.3125,"Thursday"
184,NA,1992-05-29,61.5,48.3125,"Friday"
192,-5.440528991,1992-05-30,59,54.9375,"Saturday"
190,NA,1992-05-31,61,59.625,"Sunday"
198,NA,1992-06-01,60.75,53.6875,"Monday"
163,NA,1992-06-02,66,55.875,"Tuesday"
214,NA,1992-06-03,69,54.6875,"Wednesday"
206,NA,1992-06-04,68.25,57,"Thursday"
184,-8.144161599,1992-06-05,64.5,63.125,"Friday"
182,NA,1992-06-06,69.5,63.9375,"Saturday"
189,NA,1992-06-07,69.5,65.5625,"Sunday"
191,NA,1992-06-08,75,68.5625,"Monday"
194,NA,1992-06-09,74,53.3125,"Tuesday"
152,NA,1992-06-10,70.5,50.25,"Wednesday"
165,-5.755127245,1992-06-11,70,52.4375,"Thursday"
192,NA,1992-06-12,70.5,56.3125,"Friday"
205,NA,1992-06-13,75,53.8125,"Saturday"
173,NA,1992-06-14,73.25,58.75,"Sunday"
174,NA,1992-06-15,73.5,54.75,"Monday"
164,NA,1992-06-16,68.75,54.4375,"Tuesday"
176,3.1068865689,1992-06-17,70.75,52.366071429,"Wednesday"
189,NA,1992-06-18,67.25,58.5,"Thursday"
159,NA,1992-06-19,67.75,65.25,"Friday"
196,NA,1992-06-20,70.75,61.25,"Saturday"
190,NA,1992-06-21,67.75,50.3125,"Sunday"
167,NA,1992-06-22,59.25,40.75,"Monday"
190,-2.350747641,1992-06-23,64.25,51.4375,"Tuesday"
166,NA,1992-06-24,67.5,62,"Wednesday"
197,NA,1992-06-25,71,55.8125,"Thursday"
173,NA,1992-06-26,69.5,60.25,"Friday"
172,NA,1992-06-27,70.75,59.375,"Saturday"
178,NA,1992-06-28,73.5,56.4375,"Sunday"
174,13.944259361,1992-06-29,74.25,58.0625,"Monday"
184,NA,1992-06-30,73.75,65.125,"Tuesday"
190,NA,1992-07-01,78.5,64.625,"Wednesday"
180,NA,1992-07-02,69.5,51.0625,"Thursday"
157,NA,1992-07-03,66.75,60.1875,"Friday"
184,NA,1992-07-04,71.75,64.5,"Saturday"
182,14.082350598,1992-07-05,71,62.5,"Sunday"
165,NA,1992-07-06,73,56.5625,"Monday"
188,NA,1992-07-07,72.75,57.8125,"Tuesday"
158,NA,1992-07-08,73.25,60.875,"Wednesday"
185,NA,1992-07-09,79.5,60.8125,"Thursday"
163,NA,1992-07-10,82,64.5625,"Friday"
184,3.0652913291,1992-07-11,81.5,59.6875,"Saturday"
200,NA,1992-07-12,76.5,68.75,"Sunday"
197,NA,1992-07-13,83.25,62.0625,"Monday"
187,NA,1992-07-14,81.75,67.75,"Tuesday"
185,NA,1992-07-15,78,67.625,"Wednesday"
168,NA,1992-07-16,70.25,61.5625,"Thursday"
161,-4.606195928,1992-07-17,70.25,69.375,"Friday"
178,NA,1992-07-18,78,68.125,"Saturday"
184,NA,1992-07-19,78.5,68.5,"Sunday"
170,NA,1992-07-20,78.5,68.3125,"Monday"
182,NA,1992-07-21,80.25,61.75,"Tuesday"
175,NA,1992-07-22,72,60.5,"Wednesday"
160,-4.691748651,1992-07-23,65.5,58.3125,"Thursday"
151,NA,1992-07-24,64.25,55.4375,"Friday"
185,NA,1992-07-25,68.25,57.5,"Saturday"
192,NA,1992-07-26,70,67.75,"Sunday"
189,NA,1992-07-27,77,68.9375,"Monday"
180,NA,1992-07-28,72.5,54.25,"Tuesday"
177,7.4971005388,1992-07-29,75.25,64.0625,"Wednesday"
181,NA,1992-07-30,75.75,62.25,"Thursday"
174,NA,1992-07-31,72.25,70.5,"Friday"
156,NA,1992-08-01,73,50.1875,"Saturday"
170,NA,1992-08-02,73.5,58,"Sunday"
167,NA,1992-08-03,74.5,67.5,"Monday"
179,3.1948817276,1992-08-04,76,58.5,"Tuesday"
208,NA,1992-08-05,72,51.875,"Wednesday"
172,NA,1992-08-06,72.75,53.9375,"Thursday"
180,NA,1992-08-07,72.75,55.4375,"Friday"
169,NA,1992-08-08,70.5,65.25,"Saturday"
170,NA,1992-08-09,76.75,68.5,"Sunday"
201,10.053534699,1992-08-10,75.25,67.875,"Monday"
174,NA,1992-08-11,79.5,69.75,"Tuesday"
188,NA,1992-08-12,75.25,53,"Wednesday"
159,NA,1992-08-13,70.25,64.75,"Thursday"
185,NA,1992-08-14,66.75,58.625,"Friday"
162,NA,1992-08-15,64.5,61,"Saturday"
153,-14.42459769,1992-08-16,64,65.25,"Sunday"
191,NA,1992-08-17,67.75,67.75,"Monday"
171,NA,1992-08-18,73.25,67.9375,"Tuesday"
174,NA,1992-08-19,75,58.9375,"Wednesday"
155,NA,1992-08-20,70.5,49.9375,"Thursday"
176,NA,1992-08-21,67.25,55.0625,"Friday"
171,1.0909773567,1992-08-22,72,59,"Saturday"
197,NA,1992-08-23,73.5,58.75,"Sunday"
191,NA,1992-08-24,73.75,67.4375,"Monday"
189,NA,1992-08-25,79,70.5625,"Tuesday"
197,NA,1992-08-26,80.5,72.75,"Wednesday"
167,NA,1992-08-27,79.25,72.8125,"Thursday"
181,28.584100724,1992-08-28,78.25,72.3125,"Friday"
180,NA,1992-08-29,71,51.3125,"Saturday"
171,NA,1992-08-30,69.25,58.8125,"Sunday"
189,NA,1992-08-31,75.25,51.875,"Monday"
156,NA,1992-09-01,68.75,49.3125,"Tuesday"
188,NA,1992-09-02,65.5,54.9375,"Wednesday"
182,7.7372569863,1992-09-03,73.25,69.9375,"Thursday"
211,NA,1992-09-04,74,66.5625,"Friday"
174,NA,1992-09-05,70,60.1875,"Saturday"
176,NA,1992-09-06,68.25,61.3125,"Sunday"
175,NA,1992-09-07,70.5,67.4375,"Monday"
187,NA,1992-09-08,74.5,70.75,"Tuesday"
205,5.7129421254,1992-09-09,78,71.25,"Wednesday"
202,NA,1992-09-10,75.25,70.25,"Thursday"
168,NA,1992-09-11,70.5,52.8125,"Friday"
164,NA,1992-09-12,63.75,45.3125,"Saturday"
154,NA,1992-09-13,63,53.0625,"Sunday"
172,NA,1992-09-14,64.75,53.375,"Monday"
155,0.4698434398,1992-09-15,67.5,63.75,"Tuesday"
187,NA,1992-09-16,73.25,65.9375,"Wednesday"
179,NA,1992-09-17,75.25,63.875,"Thursday"
183,NA,1992-09-18,77.25,70,"Friday"
175,NA,1992-09-19,70.25,50.4375,"Saturday"
158,NA,1992-09-20,64.75,50.4375,"Sunday"
168,-4.823290989,1992-09-21,66,66,"Monday"
182,NA,1992-09-22,74.75,70.9375,"Tuesday"
205,NA,1992-09-23,62.25,38.4375,"Wednesday"
159,NA,1992-09-24,54,40.5,"Thursday"
178,NA,1992-09-25,56.5,55.4375,"Friday"
190,NA,1992-09-26,63,60.4375,"Saturday"
185,-3.653437102,1992-09-27,66.5,68.125,"Sunday"
180,NA,1992-09-28,66.5,56.3125,"Monday"
184,NA,1992-09-29,58,35,"Tuesday"
195,NA,1992-09-30,52,28.9375,"Wednesday"
198,NA,1992-10-01,51.25,31.3125,"Thursday"
191,NA,1992-10-02,59.25,49.0625,"Friday"
182,18.492626713,1992-10-03,66.5,54.9375,"Saturday"
192,NA,1992-10-04,60,44.0625,"Sunday"
216,NA,1992-10-05,51.5,32.25,"Monday"
193,NA,1992-10-06,51,35.8125,"Tuesday"
207,NA,1992-10-07,58.75,46.3125,"Wednesday"
201,NA,1992-10-08,59.5,55.9375,"Thursday"
191,-4.2745634,1992-10-09,64.5,64.6875,"Friday"
191,NA,1992-10-10,67.75,53.875,"Saturday"
186,NA,1992-10-11,61,55.9375,"Sunday"
180,NA,1992-10-12,59.75,47.8125,"Monday"
162,NA,1992-10-13,59,39,"Tuesday"
188,NA,1992-10-14,55.75,44.75,"Wednesday"
159,26.207158413,1992-10-15,62.5,60.375,"Thursday"
221,NA,1992-10-16,65.25,60.6875,"Friday"
200,NA,1992-10-17,56.25,26.25,"Saturday"
172,NA,1992-10-18,49,33.25,"Sunday"
169,NA,1992-10-19,44.25,23.4375,"Monday"
179,NA,1992-10-20,42.75,32.875,"Tuesday"
199,1.6903978697,1992-10-21,53.5,43,"Wednesday"
187,NA,1992-10-22,49.75,34.0625,"Thursday"
211,NA,1992-10-23,50.5,42.375,"Friday"
207,NA,1992-10-24,56.75,53.5,"Saturday"
219,NA,1992-10-25,47.75,27.5,"Sunday"
192,NA,1992-10-26,47.5,35.4375,"Monday"
200,-3.688028728,1992-10-27,51.75,33.3125,"Tuesday"
167,NA,1992-10-28,48.75,44.1875,"Wednesday"
179,NA,1992-10-29,53.25,51,"Thursday"
189,NA,1992-10-30,52.25,37.8125,"Friday"
166,NA,1992-10-31,45.5,38.5,"Saturday"
193,NA,1992-11-01,45.25,24.5,"Sunday"
195,-6.809820558,1992-11-02,45.75,45.9375,"Monday"
187,NA,1992-11-03,54,48.75,"Tuesday"
221,NA,1992-11-04,54.25,54.125,"Wednesday"
183,NA,1992-11-05,51.25,43.25,"Thursday"
193,NA,1992-11-06,45.75,28.5,"Friday"
154,NA,1992-11-07,41,21.5,"Saturday"
183,-10.31667917,1992-11-08,36.75,17.625,"Sunday"
167,NA,1992-11-09,35.5,19.0625,"Monday"
196,NA,1992-11-10,40.75,34.4375,"Tuesday"
177,NA,1992-11-11,51.25,46.4375,"Wednesday"
198,NA,1992-11-12,55.5,55.1875,"Thursday"
186,NA,1992-11-13,54.25,19.8125,"Friday"
198,-10.1116503,1992-11-14,41.75,19.625,"Saturday"
179,NA,1992-11-15,37.75,19.1875,"Sunday"
205,NA,1992-11-16,36,18.5,"Monday"
188,NA,1992-11-17,44.5,34.0625,"Tuesday"
201,NA,1992-11-18,43.25,35.1875,"Wednesday"
183,NA,1992-11-19,38.5,24.4375,"Thursday"
201,2.4581005589,1992-11-20,38.5,33.25,"Friday"
190,NA,1992-11-21,47.75,51.625,"Saturday"
202,NA,1992-11-22,57.75,55.5,"Sunday"
224,NA,1992-11-23,61.75,41.8125,"Monday"
188,NA,1992-11-24,51,42.0625,"Tuesday"
205,NA,1992-11-25,49.75,50.1875,"Wednesday"
182,-8.425770155,1992-11-26,54.75,55.5,"Thursday"
190,NA,1992-11-27,51.25,32.75,"Friday"
182,NA,1992-11-28,45.25,33.6875,"Saturday"
189,NA,1992-11-29,43.25,32.5,"Sunday"
176,NA,1992-11-30,42.5,27.25,"Monday"
196,NA,1992-12-01,44.75,32.8125,"Tuesday"
197,10.984650611,1992-12-02,43.75,38.9375,"Wednesday"
224,NA,1992-12-03,41.75,21.9375,"Thursday"
197,NA,1992-12-04,37.5,27.4375,"Friday"
197,NA,1992-12-05,35,15.5,"Saturday"
205,NA,1992-12-06,32.25,17.875,"Sunday"
206,NA,1992-12-07,38.5,21.5625,"Monday"
223,-9.743896096,1992-12-08,33.5,12.9375,"Tuesday"
239,NA,1992-12-09,26.75,8.1875,"Wednesday"
216,NA,1992-12-10,34.5,36.3125,"Thursday"
195,NA,1992-12-11,42.25,39.75,"Friday"
199,NA,1992-12-12,37.75,31.6875,"Saturday"
194,NA,1992-12-13,38.25,28,"Sunday"
231,1.9322299591,1992-12-14,36,28.3125,"Monday"
234,NA,1992-12-15,36,31.9375,"Tuesday"
200,NA,1992-12-16,40.5,39.125,"Wednesday"
236,NA,1992-12-17,48.25,45.1875,"Thursday"
171,NA,1992-12-18,41,22.4375,"Friday"
196,NA,1992-12-19,39.75,41.3125,"Saturday"
194,-5.091235336,1992-12-20,42.5,23.875,"Sunday"
208,NA,1992-12-21,32.5,18.5625,"Monday"
232,NA,1992-12-22,40,27.375,"Tuesday"
196,NA,1992-12-23,39.25,37.4375,"Wednesday"
217,NA,1992-12-24,29.5,-3.0625,"Thursday"
190,NA,1992-12-25,28.25,19.625,"Friday"
218,-8.812952331,1992-12-26,29.75,3,"Saturday"
214,NA,1992-12-27,25,14.4375,"Sunday"
218,NA,1992-12-28,36.75,39.0625,"Monday"
230,NA,1992-12-29,43,45.0625,"Tuesday"
207,NA,1992-12-30,47.25,48.375,"Wednesday"
204,NA,1992-12-31,50.75,52.3125,"Thursday"
200,-16.77933262,1993-01-01,40.25,9.5,"Friday"
209,NA,1993-01-02,31.25,16.4375,"Saturday"
220,NA,1993-01-03,34,39.125,"Sunday"
221,NA,1993-01-04,50,46.4375,"Monday"
228,NA,1993-01-05,52,34.5625,"Tuesday"
210,NA,1993-01-06,39.25,29.1875,"Wednesday"
180,3.4288413256,1993-01-07,40,33.5,"Thursday"
224,NA,1993-01-08,40,29.4375,"Friday"
173,NA,1993-01-09,32.25,15.5625,"Saturday"
203,NA,1993-01-10,25.5,19.125,"Sunday"
211,NA,1993-01-11,28.75,30.8125,"Monday"
217,NA,1993-01-12,36.25,37.75,"Tuesday"
191,-10.20928311,1993-01-13,38.25,36.375,"Wednesday"
212,NA,1993-01-14,33.5,29.25,"Thursday"
206,NA,1993-01-15,35,27.625,"Friday"
194,NA,1993-01-16,34.5,25.5,"Saturday"
227,NA,1993-01-17,35.75,27.25,"Sunday"
