"death","pm10tmean","date","tmpd","dptp","dow"
194,NA,1993-01-18,32.75,11.3125,"Monday"
203,-11.20653647,1993-01-19,29,15.5625,"Tuesday"
212,NA,1993-01-20,36.5,21.8125,"Wednesday"
216,NA,1993-01-21,35.75,37.625,"Thursday"
231,NA,1993-01-22,47.5,35.125,"Friday"
209,NA,1993-01-23,42.75,31.125,"Saturday"
204,NA,1993-01-24,44.25,43.5,"Sunday"
241,-16.43793512,1993-01-25,38.25,10.625,"Monday"
211,NA,1993-01-26,30.75,22.125,"Tuesday"
182,NA,1993-01-27,37.5,22.6875,"Wednesday"
211,NA,1993-01-28,33.75,26.6875,"Thursday"
221,NA,1993-01-29,32.75,7.875,"Friday"
196,NA,1993-01-30,29.75,17.9375,"Saturday"
248,-7.730812953,1993-01-31,38.5,27,"Sunday"
257,NA,1993-02-01,26.25,-1.875,"Monday"
218,NA,1993-02-02,17.75,0.125,"Tuesday"
220,NA,1993-02-03,37.25,12.6875,"Wednesday"
251,NA,1993-02-04,37.5,5.3125,"Thursday"
223,NA,1993-02-05,41.75,17.5625,"Friday"
245,-7.348125254,1993-02-06,27.5,-2.5625,"Saturday"
244,NA,1993-02-07,19.75,21.625,"Sunday"
267,NA,1993-02-08,36.75,16.8125,"Monday"
265,NA,1993-02-09,27.5,18.4375,"Tuesday"
238,NA,1993-02-10,40,34.8125,"Wednesday"
253,NA,1993-02-11,37.75,22.875,"Thursday"
269,-10.17939702,1993-02-12,32.25,31.8125,"Friday"
282,NA,1993-02-13,35,26.25,"Saturday"
253,NA,1993-02-14,33.75,14.5,"Sunday"
280,NA,1993-02-15,33,23.3125,"Monday"
274,NA,1993-02-16,40.25,43.5625,"Tuesday"
244,NA,1993-02-17,37.25,16,"Wednesday"
250,-4.336576937,1993-02-18,27.25,5.1875,"Thursday"
271,NA,1993-02-19,19.25,-2.375,"Friday"
277,NA,1993-02-20,24.75,14,"Saturday"
264,NA,1993-02-21,28,29.1875,"Sunday"
285,NA,1993-02-22,36.5,34.625,"Monday"
240,NA,1993-02-23,32.25,14.1875,"Tuesday"
222,-10.64059082,1993-02-24,23.5,1.375,"Wednesday"
248,NA,1993-02-25,22.5,-2.25,"Thursday"
264,NA,1993-02-26,23.75,19.5625,"Friday"
271,NA,1993-02-27,27,9.25,"Saturday"
218,NA,1993-02-28,28.25,5.3125,"Sunday"
264,NA,1993-03-01,32.25,16.9375,"Monday"
241,33.286603483,1993-03-02,40.25,26.5625,"Tuesday"
252,NA,1993-03-03,40.75,28.125,"Wednesday"
242,NA,1993-03-04,37,33.8125,"Thursday"
222,NA,1993-03-05,33.5,29.125,"Friday"
219,NA,1993-03-06,35.25,31.5625,"Saturday"
224,NA,1993-03-07,41.5,29.125,"Sunday"
233,9.324689894,1993-03-08,42.5,38.1875,"Monday"
226,NA,1993-03-09,42.75,22.4375,"Tuesday"
207,NA,1993-03-10,36,32.4375,"Wednesday"
233,NA,1993-03-11,35.75,13.1875,"Thursday"
213,NA,1993-03-12,34.25,19.25,"Friday"
222,NA,1993-03-13,34.75,33.3125,"Saturday"
227,-11.4977427,1993-03-14,29.25,0.75,"Sunday"
235,NA,1993-03-15,22,7,"Monday"
256,NA,1993-03-16,32.75,32.25,"Tuesday"
243,NA,1993-03-17,37.25,35.125,"Wednesday"
209,NA,1993-03-18,21,1.625,"Thursday"
214,NA,1993-03-19,23.5,13.6875,"Friday"
236,3.5661244752,1993-03-20,31.5,27.875,"Saturday"
226,NA,1993-03-21,38.75,35.125,"Sunday"
200,NA,1993-03-22,42.25,21.5,"Monday"
224,NA,1993-03-23,37.25,34.5625,"Tuesday"
201,NA,1993-03-24,38.25,35.5,"Wednesday"
177,NA,1993-03-25,43.5,38.6875,"Thursday"
195,0.8798772889,1993-03-26,53.5,41.4375,"Friday"
234,NA,1993-03-27,48.5,47.375,"Saturday"
186,NA,1993-03-28,51,49.25,"Sunday"
204,NA,1993-03-29,50.75,47.3125,"Monday"
182,NA,1993-03-30,49,44.8125,"Tuesday"
198,NA,1993-03-31,54,44,"Wednesday"
194,-7.224489796,1993-04-01,44.25,42,"Thursday"
192,NA,1993-04-02,38.5,36.4375,"Friday"
184,NA,1993-04-03,41.75,27.125,"Saturday"
189,NA,1993-04-04,41,27.75,"Sunday"
186,NA,1993-04-05,45,30.6875,"Monday"
192,NA,1993-04-06,45,33.5625,"Tuesday"
179,-4.668947948,1993-04-07,49.25,28.4375,"Wednesday"
207,NA,1993-04-08,51,39.4375,"Thursday"
211,NA,1993-04-09,51.75,45.625,"Friday"
186,NA,1993-04-10,53.5,51.3125,"Saturday"
203,NA,1993-04-11,54.5,39.9375,"Sunday"
196,NA,1993-04-12,48.75,37.375,"Monday"
222,-9.445629813,1993-04-13,51,41.625,"Tuesday"
184,NA,1993-04-14,51.75,42.9375,"Wednesday"
187,NA,1993-04-15,51,51.125,"Thursday"
189,NA,1993-04-16,55.5,53.9375,"Friday"
180,NA,1993-04-17,56,38.4375,"Saturday"
199,NA,1993-04-18,51,35.875,"Sunday"
204,3.9739785545,1993-04-19,57.25,43.25,"Monday"
220,NA,1993-04-20,55.75,48.875,"Tuesday"
189,NA,1993-04-21,57.75,50.3125,"Wednesday"
192,NA,1993-04-22,49,38.375,"Thursday"
221,NA,1993-04-23,49.5,29.9375,"Friday"
219,NA,1993-04-24,58.25,35.375,"Saturday"
198,9.1228496493,1993-04-25,57,50.75,"Sunday"
219,NA,1993-04-26,53.75,47.9375,"Monday"
195,NA,1993-04-27,50,32.75,"Tuesday"
155,NA,1993-04-28,51.75,31.25,"Wednesday"
181,NA,1993-04-29,57,34.5625,"Thursday"
198,NA,1993-04-30,59.5,48.4375,"Friday"
188,8.2272166152,1993-05-01,62,51.9375,"Saturday"
164,NA,1993-05-02,62.25,46.4375,"Sunday"
195,NA,1993-05-03,55.75,50.125,"Monday"
198,NA,1993-05-04,58.75,55.8125,"Tuesday"
217,NA,1993-05-05,59.25,57.5625,"Wednesday"
179,NA,1993-05-06,68.25,51.25,"Thursday"
171,-1.219091045,1993-05-07,66.75,45.25,"Friday"
194,NA,1993-05-08,59,51.5,"Saturday"
210,NA,1993-05-09,68.25,54.5,"Sunday"
193,NA,1993-05-10,64,53.4375,"Monday"
201,NA,1993-05-11,71,60,"Tuesday"
199,NA,1993-05-12,76.25,53.3125,"Wednesday"
211,3.1890571976,1993-05-13,62.5,52.4375,"Thursday"
190,NA,1993-05-14,58.25,48.4375,"Friday"
173,NA,1993-05-15,61,58.375,"Saturday"
177,NA,1993-05-16,68.75,55.625,"Sunday"
203,NA,1993-05-17,62,46.125,"Monday"
151,NA,1993-05-18,60,52.375,"Tuesday"
200,-0.4552201,1993-05-19,54.5,53.9375,"Wednesday"
160,NA,1993-05-20,56.5,51,"Thursday"
187,NA,1993-05-21,59.5,45.0625,"Friday"
154,NA,1993-05-22,62,39.75,"Saturday"
201,NA,1993-05-23,63.5,46.875,"Sunday"
193,NA,1993-05-24,68.5,59.3125,"Monday"
188,21.645011129,1993-05-25,75.25,51.9375,"Tuesday"
190,NA,1993-05-26,69.25,42.75,"Wednesday"
185,NA,1993-05-27,68,31,"Thursday"
177,NA,1993-05-28,66.75,56.8125,"Friday"
192,NA,1993-05-29,67.75,38.3125,"Saturday"
179,NA,1993-05-30,65.25,43.875,"Sunday"
172,-3.447598787,1993-05-31,61,57.6875,"Monday"
209,NA,1993-06-01,65.25,36.25,"Tuesday"
184,NA,1993-06-02,61.25,45.25,"Wednesday"
162,NA,1993-06-03,65.75,53.6875,"Thursday"
186,NA,1993-06-04,64.25,49.5,"Friday"
183,NA,1993-06-05,59.75,56.625,"Saturday"
182,-9.491320092,1993-06-06,61.75,48.0625,"Sunday"
193,NA,1993-06-07,68.75,50.625,"Monday"
202,NA,1993-06-08,68.75,56.375,"Tuesday"
184,NA,1993-06-09,74,66.875,"Wednesday"
181,NA,1993-06-10,78.75,57.875,"Thursday"
176,NA,1993-06-11,75.25,54.5625,"Friday"
201,-7.272092225,1993-06-12,68.25,56.5,"Saturday"
170,NA,1993-06-13,67.5,55.6875,"Sunday"
170,NA,1993-06-14,70.5,54.875,"Monday"
199,NA,1993-06-15,70.5,62.25,"Tuesday"
166,NA,1993-06-16,74.5,54.75,"Wednesday"
207,NA,1993-06-17,72,61,"Thursday"
202,32.961572663,1993-06-18,74.75,68.1875,"Friday"
210,NA,1993-06-19,83.25,68.5,"Saturday"
174,NA,1993-06-20,73.25,66.75,"Sunday"
194,NA,1993-06-21,74.75,68.3125,"Monday"
193,NA,1993-06-22,78.25,52.9375,"Tuesday"
170,NA,1993-06-23,72.25,40.5,"Wednesday"
173,-1.426596139,1993-06-24,73.25,48.6875,"Thursday"
200,NA,1993-06-25,73.5,58.375,"Friday"
208,NA,1993-06-26,74.75,67.5625,"Saturday"
200,NA,1993-06-27,73.25,64.625,"Sunday"
181,NA,1993-06-28,78.25,62.9375,"Monday"
176,NA,1993-06-29,76.75,60.875,"Tuesday"
169,6.8132998162,1993-06-30,76.75,60.75,"Wednesday"
187,NA,1993-07-01,75,57.6875,"Thursday"
183,NA,1993-07-02,67.25,65,"Friday"
164,NA,1993-07-03,74.5,70.4375,"Saturday"
168,NA,1993-07-04,83,61.25,"Sunday"
173,NA,1993-07-05,80,61.8125,"Monday"
182,16.192841432,1993-07-06,77,71.8125,"Tuesday"
190,NA,1993-07-07,84,74.6875,"Wednesday"
191,NA,1993-07-08,87.75,72.6875,"Thursday"
219,NA,1993-07-09,88.25,66.375,"Friday"
289,NA,1993-07-10,90,64.625,"Saturday"
280,NA,1993-07-11,84.25,66.8125,"Sunday"
308,13.944447751,1993-07-12,86,61,"Monday"
260,NA,1993-07-13,83.25,67.875,"Tuesday"
209,NA,1993-07-14,79.75,70.5625,"Wednesday"
232,NA,1993-07-15,81.75,50.9375,"Thursday"
193,NA,1993-07-16,77.25,49.25,"Friday"
188,NA,1993-07-17,76.25,53,"Saturday"
178,-6.297671927,1993-07-18,77,58.625,"Sunday"
194,NA,1993-07-19,70.75,65.5625,"Monday"
170,NA,1993-07-20,78.25,66.3125,"Tuesday"
170,NA,1993-07-21,78.75,50.75,"Wednesday"
176,NA,1993-07-22,76.25,48.625,"Thursday"
182,NA,1993-07-23,77.75,52.375,"Friday"
198,-0.507846948,1993-07-24,76.5,62.625,"Saturday"
166,NA,1993-07-25,77,61.9375,"Sunday"
163,NA,1993-07-26,71,60.875,"Monday"
170,NA,1993-07-27,76.75,69,"Tuesday"
179,NA,1993-07-28,82.25,70.1875,"Wednesday"
165,NA,1993-07-29,81.5,64.5625,"Thursday"
199,3.6304952954,1993-07-30,81,59.625,"Friday"
183,NA,1993-07-31,77.75,67.3125,"Saturday"
187,NA,1993-08-01,77.5,67.8125,"Sunday"
175,NA,1993-08-02,80.75,70.125,"Monday"
171,NA,1993-08-03,83,65.4375,"Tuesday"
185,NA,1993-08-04,83.25,60.3125,"Wednesday"
165,-2.913680853,1993-08-05,75.75,47.375,"Thursday"
167,NA,1993-08-06,68.75,61.75,"Friday"
159,NA,1993-08-07,68.75,61.5625,"Saturday"
167,NA,1993-08-08,72.25,64.3125,"Sunday"
169,NA,1993-08-09,74.25,64.125,"Monday"
147,NA,1993-08-10,72.5,62.75,"Tuesday"
174,-2.782130672,1993-08-11,71.75,66,"Wednesday"
164,NA,1993-08-12,71.25,66.1875,"Thursday"
168,NA,1993-08-13,73.5,66.875,"Friday"
197,NA,1993-08-14,77.25,70.625,"Saturday"
174,NA,1993-08-15,79,69.1875,"Sunday"
182,NA,1993-08-16,75.75,70.5625,"Monday"
177,-0.533164576,1993-08-17,73,69,"Tuesday"
174,NA,1993-08-18,73.75,64.0625,"Wednesday"
148,NA,1993-08-19,73.5,63.3125,"Thursday"
180,NA,1993-08-20,75.5,72.1875,"Friday"
177,NA,1993-08-21,74.75,52.6875,"Saturday"
161,NA,1993-08-22,70,61.4375,"Sunday"
177,1.6528227435,1993-08-23,74.25,67,"Monday"
161,NA,1993-08-24,75.5,66.125,"Tuesday"
164,NA,1993-08-25,80.75,72,"Wednesday"
175,NA,1993-08-26,83.25,68.5,"Thursday"
201,NA,1993-08-27,82.25,71.25,"Friday"
190,NA,1993-08-28,83.5,72.0625,"Saturday"
173,-4.665413779,1993-08-29,77.75,65.875,"Sunday"
180,NA,1993-08-30,77.5,68.125,"Monday"
181,NA,1993-08-31,78,72.5,"Tuesday"
161,NA,1993-09-01,81.75,69.1875,"Wednesday"
171,NA,1993-09-02,73.5,71.3125,"Thursday"
194,NA,1993-09-03,84.75,73.5625,"Friday"
180,-8.078333822,1993-09-04,75,65.0625,"Saturday"
159,NA,1993-09-05,76,63.3125,"Sunday"
173,NA,1993-09-06,75,64.875,"Monday"
181,NA,1993-09-07,72.75,63.375,"Tuesday"
176,NA,1993-09-08,68.25,66.5,"Wednesday"
184,NA,1993-09-09,72.5,68.6875,"Thursday"
173,3.02267616,1993-09-10,72.25,52.25,"Friday"
170,NA,1993-09-11,63,42.9375,"Saturday"
174,NA,1993-09-12,63.5,52,"Sunday"
183,NA,1993-09-13,73.25,63.125,"Monday"
180,NA,1993-09-14,74,66.8125,"Tuesday"
193,NA,1993-09-15,77.75,68.625,"Wednesday"
178,-11.49149514,1993-09-16,65,56.8125,"Thursday"
174,NA,1993-09-17,61.5,61.1875,"Friday"
189,NA,1993-09-18,63.75,62,"Saturday"
190,NA,1993-09-19,64.5,38.6875,"Sunday"
167,NA,1993-09-20,55.5,36.125,"Monday"
174,NA,1993-09-21,58.75,62.25,"Tuesday"
181,-4.199279889,1993-09-22,60.75,58.75,"Wednesday"
216,NA,1993-09-23,65.5,62.5625,"Thursday"
209,NA,1993-09-24,64.25,43.625,"Friday"
175,NA,1993-09-25,63,54.5625,"Saturday"
188,NA,1993-09-26,67,68.8125,"Sunday"
161,NA,1993-09-27,68,62.875,"Monday"
176,-4.699931137,1993-09-28,60.5,44.625,"Tuesday"
207,NA,1993-09-29,59.75,40.6875,"Wednesday"
187,NA,1993-09-30,53.25,43.6875,"Thursday"
186,NA,1993-10-01,53,48.75,"Friday"
213,NA,1993-10-02,62.5,55.1875,"Saturday"
193,NA,1993-10-03,60.25,36.375,"Sunday"
215,-3.911242778,1993-10-04,63.25,46.125,"Monday"
195,NA,1993-10-05,57.5,32.375,"Tuesday"
184,NA,1993-10-06,54.25,43.9375,"Wednesday"
203,NA,1993-10-07,63.25,57,"Thursday"
198,NA,1993-10-08,65,58.875,"Friday"
206,NA,1993-10-09,66.75,56.875,"Saturday"
190,-15.80556938,1993-10-10,50,23.75,"Sunday"
191,NA,1993-10-11,45.75,32.1875,"Monday"
204,NA,1993-10-12,52.75,47.75,"Tuesday"
186,NA,1993-10-13,50.25,28.1875,"Wednesday"
181,NA,1993-10-14,46.5,45.375,"Thursday"
195,NA,1993-10-15,58.25,50.375,"Friday"
188,15.346978006,1993-10-16,57.75,54.625,"Saturday"
202,NA,1993-10-17,60.5,60,"Sunday"
201,NA,1993-10-18,62.25,41.1875,"Monday"
178,NA,1993-10-19,54,46.625,"Tuesday"
173,NA,1993-10-20,54.5,53.75,"Wednesday"
196,NA,1993-10-21,60.75,54.9375,"Thursday"
180,-9.645272097,1993-10-22,56,33,"Friday"
195,NA,1993-10-23,53,29.75,"Saturday"
188,NA,1993-10-24,54.25,41.25,"Sunday"
193,NA,1993-10-25,61,45.0625,"Monday"
197,NA,1993-10-26,54.75,45.3125,"Tuesday"
183,NA,1993-10-27,56,48.0625,"Wednesday"
194,-6.984645018,1993-10-28,53.75,32.6875,"Thursday"
179,NA,1993-10-29,54,44.75,"Friday"
196,NA,1993-10-30,51.25,45.1875,"Saturday"
167,NA,1993-10-31,47.5,46.3125,"Sunday"
206,NA,1993-11-01,45.25,26.25,"Monday"
184,NA,1993-11-02,45.5,21.75,"Tuesday"
183,2.3010182064,1993-11-03,45,35.0625,"Wednesday"
223,NA,1993-11-04,49.25,40.9375,"Thursday"
212,NA,1993-11-05,54.5,56.8125,"Friday"
193,NA,1993-11-06,52.75,35.3125,"Saturday"
180,NA,1993-11-07,42,22.25,"Sunday"
191,NA,1993-11-08,40.75,26.875,"Monday"
219,15.951294732,1993-11-09,44.75,30.625,"Tuesday"
206,NA,1993-11-10,46.5,29.5625,"Wednesday"
178,NA,1993-11-11,46.5,39.625,"Thursday"
203,NA,1993-11-12,53.5,32.1875,"Friday"
165,NA,1993-11-13,48,51.125,"Saturday"
177,NA,1993-11-14,60,55.9375,"Sunday"
189,-5.021845177,1993-11-15,67.25,50.5625,"Monday"
194,NA,1993-11-16,53.5,36.25,"Tuesday"
176,NA,1993-11-17,53.75,56.25,"Wednesday"
174,NA,1993-11-18,52.5,29.5,"Thursday"
190,NA,1993-11-19,48.75,51.1875,"Friday"
174,NA,1993-11-20,45,18.625,"Saturday"
181,-9.581243722,1993-11-21,41.25,26,"Sunday"
184,NA,1993-11-22,49.25,32.9375,"Monday"
204,NA,1993-11-23,49.5,41.6875,"Tuesday"
193,NA,1993-11-24,49.75,37,"Wednesday"
174,NA,1993-11-25,35,13.25,"Thursday"
191,NA,1993-11-26,33.75,16.1875,"Friday"
188,-1.971071404,1993-11-27,46.5,49.4375,"Saturday"
216,NA,1993-11-28,53.5,42.8125,"Sunday"
190,NA,1993-11-29,43,25.625,"Monday"
184,NA,1993-11-30,40.75,18.875,"Tuesday"
202,NA,1993-12-01,37.5,30.6875,"Wednesday"
216,NA,1993-12-02,45.75,42,"Thursday"
228,0.0378870575,1993-12-03,50.75,34.25,"Friday"
177,NA,1993-12-04,47.75,48.3125,"Saturday"
208,NA,1993-12-05,50,36.5,"Sunday"
164,NA,1993-12-06,42.5,34.9375,"Monday"
218,NA,1993-12-07,46.5,30.9375,"Tuesday"
199,NA,1993-12-08,45,31.6875,"Wednesday"
201,7.3092990402,1993-12-09,42,36.9375,"Thursday"
220,NA,1993-12-10,48.75,47.8125,"Friday"
194,NA,1993-12-11,37,22.4375,"Saturday"
199,NA,1993-12-12,30.5,11.8125,"Sunday"
215,NA,1993-12-13,38.75,16.625,"Monday"
231,NA,1993-12-14,43.75,32.1875,"Tuesday"
213,-4.769641754,1993-12-15,45.25,40.875,"Wednesday"
188,NA,1993-12-16,39.25,20.9375,"Thursday"
219,NA,1993-12-17,34.75,19.1875,"Friday"
196,NA,1993-12-18,38.25,33.0625,"Saturday"
183,NA,1993-12-19,41.5,32.8125,"Sunday"
183,NA,1993-12-20,40.25,35.5625,"Monday"
205,-9.68602327,1993-12-21,47.5,30.8125,"Tuesday"
203,NA,1993-12-22,37.75,19.875,"Wednesday"
208,NA,1993-12-23,33.25,17,"Thursday"
208,NA,1993-12-24,29.25,22.5,"Friday"
193,NA,1993-12-25,31.5,23.625,"Saturday"
193,NA,1993-12-26,25.5,-0.8125,"Sunday"
201,-7.368808704,1993-12-27,15.75,-2.3125,"Monday"
230,NA,1993-12-28,22.25,5.25,"Tuesday"
219,NA,1993-12-29,21.75,23,"Wednesday"
243,NA,1993-12-30,24.5,7.25,"Thursday"
222,NA,1993-12-31,25.25,15.4375,"Friday"
232,NA,1994-01-01,35,28.4375,"Saturday"
211,-4.248649562,1994-01-02,41.25,24.3125,"Sunday"
230,NA,1994-01-03,32.25,28.5,"Monday"
224,NA,1994-01-04,33.25,24.5,"Tuesday"
229,NA,1994-01-05,28.5,6.4375,"Wednesday"
199,NA,1994-01-06,21.75,17.875,"Thursday"
206,NA,1994-01-07,26.25,25.5,"Friday"
224,-6.73490753,1994-01-08,24.75,14.8125,"Saturday"
201,NA,1994-01-09,20,8.125,"Sunday"
203,NA,1994-01-10,21,5.5,"Monday"
215,NA,1994-01-11,27.5,25.8125,"Tuesday"
219,NA,1994-01-12,32.75,31.5,"Wednesday"
199,NA,1994-01-13,35.75,33.25,"Thursday"
253,23.368378767,1994-01-14,30.5,22,"Friday"
200,NA,1994-01-15,14.5,-2.3125,"Saturday"
196,NA,1994-01-16,8.75,-7.4375,"Sunday"
194,NA,1994-01-17,29,39.1875,"Monday"
229,NA,1994-01-18,21.75,0.8125,"Tuesday"
233,NA,1994-01-19,3.75,-6.1875,"Wednesday"
191,5.961115595,1994-01-20,8,0.9375,"Thursday"
213,NA,1994-01-21,14.5,6.625,"Friday"
226,NA,1994-01-22,24.25,9.25,"Saturday"
207,NA,1994-01-23,25.75,22.9375,"Sunday"
217,NA,1994-01-24,39.5,31.6875,"Monday"
241,NA,1994-01-25,37,25.25,"Tuesday"
225,-6.347252949,1994-01-26,20,5.5,"Wednesday"
222,NA,1994-01-27,16,23.6875,"Thursday"
225,NA,1994-01-28,42,46.3125,"Friday"
201,NA,1994-01-29,39.75,21.5,"Saturday"
202,NA,1994-01-30,31.25,11.6875,"Sunday"
198,NA,1994-01-31,25.25,8.8125,"Monday"
184,9.8434190575,1994-02-01,24,9.9375,"Tuesday"
201,NA,1994-02-02,22.5,3.875,"Wednesday"
173,NA,1994-02-03,27.25,8.875,"Thursday"
202,NA,1994-02-04,29,27,"Friday"
232,NA,1994-02-05,35,28.5625,"Saturday"
192,NA,1994-02-06,36.75,23.3125,"Sunday"
199,1.6865900383,1994-02-07,34.75,7.5625,"Monday"
210,NA,1994-02-08,20,15.6875,"Tuesday"
211,NA,1994-02-09,17.75,12.6875,"Wednesday"
219,NA,1994-02-10,13,-0.3125,"Thursday"
214,NA,1994-02-11,20.75,21.75,"Friday"
199,NA,1994-02-12,27.25,22.875,"Saturday"
208,-3.88014629,1994-02-13,34,24.75,"Sunday"
223,NA,1994-02-14,26.25,3.375,"Monday"
186,NA,1994-02-15,25.5,24.75,"Tuesday"
234,NA,1994-02-16,32.5,16.0625,"Wednesday"
183,NA,1994-02-17,29.25,24.6875,"Thursday"
182,NA,1994-02-18,42.25,28.5625,"Friday"
197,36.567428037,1994-02-19,38.25,36.625,"Saturday"
188,NA,1994-02-20,46,41.375,"Sunday"
206,NA,1994-02-21,45.75,45,"Monday"
195,NA,1994-02-22,41.75,20.125,"Tuesday"
178,NA,1994-02-23,30.5,28.4375,"Wednesday"
170,NA,1994-02-24,36.25,22.25,"Thursday"
200,-9.13615465,1994-02-25,31,14.125,"Friday"
187,NA,1994-02-26,24,0.875,"Saturday"
189,NA,1994-02-27,19.75,0.1875,"Sunday"
226,NA,1994-02-28,23.75,4.75,"Monday"
236,NA,1994-03-01,28.25,18.5,"Tuesday"
204,NA,1994-03-02,27.75,26.625,"Wednesday"
218,-12.83255658,1994-03-03,31.75,30.5625,"Thursday"
192,NA,1994-03-04,39.75,23.5625,"Friday"
190,NA,1994-03-05,40.25,19.9375,"Saturday"
158,NA,1994-03-06,35.75,28.625,"Sunday"
194,NA,1994-03-07,41.5,34.625,"Monday"
203,NA,1994-03-08,43,37.375,"Tuesday"
173,-8.921608133,1994-03-09,34.5,28.75,"Wednesday"
184,NA,1994-03-10,39.5,37.3125,"Thursday"
182,NA,1994-03-11,40,16.3125,"Friday"
189,NA,1994-03-12,35.25,22.3125,"Saturday"
210,NA,1994-03-13,39.5,32.5625,"Sunday"
201,NA,1994-03-14,44.25,35.0625,"Monday"
204,10.917216521,1994-03-15,45.25,40.75,"Tuesday"
201,NA,1994-03-16,35.25,13.3125,"Wednesday"
197,NA,1994-03-17,29.25,13.375,"Thursday"
208,NA,1994-03-18,29.5,28.625,"Friday"
236,NA,1994-03-19,36.5,16.1875,"Saturday"
164,NA,1994-03-20,41,21.9375,"Sunday"
193,-10.50267544,1994-03-21,39,34.0625,"Monday"
189,NA,1994-03-22,48,22.75,"Tuesday"
189,NA,1994-03-23,57.5,34.4375,"Wednesday"
167,NA,1994-03-24,53,42.125,"Thursday"
168,NA,1994-03-25,44.75,24.3125,"Friday"
214,NA,1994-03-26,43.25,27.75,"Saturday"
200,-9.295955689,1994-03-27,45.25,48.625,"Sunday"
178,NA,1994-03-28,48.75,45.1875,"Monday"
190,NA,1994-03-29,41.25,35.0625,"Tuesday"
198,NA,1994-03-30,44.25,26.6875,"Wednesday"
191,NA,1994-03-31,45.5,34.3125,"Thursday"
189,NA,1994-04-01,52.25,27.4375,"Friday"
190,0.5306251512,1994-04-02,46.75,38.5,"Saturday"
188,NA,1994-04-03,47.25,44.3125,"Sunday"
179,NA,1994-04-04,49,31.125,"Monday"
201,NA,1994-04-05,47.75,38.25,"Tuesday"
194,NA,1994-04-06,49.5,50,"Wednesday"
196,NA,1994-04-07,48.75,24.4375,"Thursday"
189,-10.56029719,1994-04-08,45.5,26,"Friday"
198,NA,1994-04-09,46.25,43.6875,"Saturday"
193,NA,1994-04-10,55.5,48.1875,"Sunday"
182,NA,1994-04-11,55.5,31,"Monday"
168,NA,1994-04-12,48.25,43.1875,"Tuesday"
203,NA,1994-04-13,50.75,53,"Wednesday"
179,0.9582352374,1994-04-14,60.5,46.1875,"Thursday"
197,NA,1994-04-15,59.5,45.875,"Friday"
215,NA,1994-04-16,58.75,32.0625,"Saturday"
188,NA,1994-04-17,55.25,27.125,"Sunday"
208,NA,1994-04-18,58,26.125,"Monday"
203,NA,1994-04-19,63.25,53.5,"Tuesday"
199,-9.440782504,1994-04-20,57.25,16.3125,"Wednesday"
182,NA,1994-04-21,53.5,29.8125,"Thursday"
177,NA,1994-04-22,51.25,15.3125,"Friday"
180,NA,1994-04-23,50.75,35.5625,"Saturday"
206,NA,1994-04-24,63.25,38.3125,"Sunday"
211,NA,1994-04-25,59,44.1875,"Monday"
183,-1.324271731,1994-04-26,51.75,48,"Tuesday"
194,NA,1994-04-27,60.75,60.5625,"Wednesday"
180,NA,1994-04-28,62,43.6875,"Thursday"
170,NA,1994-04-29,52.5,50.4375,"Friday"
201,NA,1994-04-30,64.75,57.0625,"Saturday"
168,NA,1994-05-01,63.75,42.125,"Sunday"
191,-11.03231526,1994-05-02,54.75,26.5625,"Monday"
189,NA,1994-05-03,55.25,34.3125,"Tuesday"
195,NA,1994-05-04,55.75,42.3125,"Wednesday"
195,NA,1994-05-05,61,46.375,"Thursday"
198,NA,1994-05-06,57.25,37.3125,"Friday"
173,NA,1994-05-07,56,48.3125,"Saturday"
194,-10.55633852,1994-05-08,56.5,49.1875,"Sunday"
177,NA,1994-05-09,62,46.1875,"Monday"
197,NA,1994-05-10,63.75,36.125,"Tuesday"
159,NA,1994-05-11,58.5,44.875,"Wednesday"
175,NA,1994-05-12,61,40,"Thursday"
173,NA,1994-05-13,55.75,22.6875,"Friday"
209,-9.223543706,1994-05-14,62,36.1875,"Saturday"
189,NA,1994-05-15,63.75,56.5,"Sunday"
237,NA,1994-05-16,63.25,55.625,"Monday"
164,NA,1994-05-17,54.75,47.375,"Tuesday"
185,NA,1994-05-18,57.5,50.25,"Wednesday"
183,NA,1994-05-19,51,47.3125,"Thursday"
192,-7.552721305,1994-05-20,52.5,44.375,"Friday"
188,NA,1994-05-21,56.75,48.6875,"Saturday"
192,NA,1994-05-22,62.5,44.75,"Sunday"
205,NA,1994-05-23,71,58.8125,"Monday"
202,NA,1994-05-24,70.5,55.4375,"Tuesday"
201,NA,1994-05-25,70.5,62.9375,"Wednesday"
180,6.71932575,1994-05-26,67,60.9375,"Thursday"
187,NA,1994-05-27,58,27.375,"Friday"
177,NA,1994-05-28,60,42.0625,"Saturday"
208,NA,1994-05-29,65.5,50.25,"Sunday"
197,NA,1994-05-30,67,53.75,"Monday"
190,NA,1994-05-31,67.5,56.875,"Tuesday"
181,0.3482746338,1994-06-01,73.75,48.625,"Wednesday"
150,NA,1994-06-02,64.5,41.8125,"Thursday"
190,NA,1994-06-03,65.75,48.625,"Friday"
210,NA,1994-06-04,71.25,44.3125,"Saturday"
189,NA,1994-06-05,68.75,54.3125,"Sunday"
184,NA,1994-06-06,68.5,64.875,"Monday"
180,6.7275303501,1994-06-07,75.5,58,"Tuesday"
192,NA,1994-06-08,70.75,49.5625,"Wednesday"
